trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
567,False,"{'a': 0.6, 'e': 0.5670636698003497}",25,0,-22.086486889056793,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
568,False,"{'a': 0.6, 'e': 0.5664966061305493}",20,0,7.306003693414977,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
569,False,"{'a': 0.6, 'e': 0.5659301095244188}",25,8,-78.60548739601067,"{0: 9, 1: 4, 2: 3, 3: 0, 4: 1}",1
570,False,"{'a': 0.6, 'e': 0.5653641794148944}",25,13,-55.775080151414095,"{0: 7, 1: 2, 2: 2, 3: 0, 4: 1}",1
571,False,"{'a': 0.6, 'e': 0.5647988152354795}",20,0,-11.583369748365996,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
572,False,"{'a': 0.6, 'e': 0.564234016420244}",20,0,9.530028106499978,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
573,False,"{'a': 0.6, 'e': 0.5636697824038237}",30,5,1.1826403232585916,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",1
574,False,"{'a': 0.6, 'e': 0.56310611262142}",20,0,-165.68690792273915,"{0: 14, 1: 1, 2: 0, 3: 1, 4: 4}",0
575,False,"{'a': 0.6, 'e': 0.5625430065087985}",25,8,-65.09403082927027,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 2}",1
576,False,"{'a': 0.6, 'e': 0.5619804635022897}",25,0,-31.95265469486542,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
577,False,"{'a': 0.6, 'e': 0.5614184830387874}",20,10,-30.129482356331817,"{0: 7, 1: 0, 2: 2, 3: 1, 4: 0}",1
578,False,"{'a': 0.6, 'e': 0.5608570645557486}",30,7,-59.54933335478244,"{0: 15, 1: 1, 2: 6, 3: 1, 4: 0}",1
579,False,"{'a': 0.6, 'e': 0.5602962074911929}",20,0,-2.943926695417693,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
580,False,"{'a': 0.6, 'e': 0.5597359112837017}",25,8,18.540311166860246,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
581,False,"{'a': 0.6, 'e': 0.5591761753724179}",25,14,-25.313354222563525,"{0: 8, 1: 0, 2: 2, 3: 1, 4: 0}",1
582,False,"{'a': 0.6, 'e': 0.5586169991970455}",20,0,1.5760913292545369,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
583,False,"{'a': 0.6, 'e': 0.5580583821978485}",25,8,-30.80557472533828,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
584,False,"{'a': 0.6, 'e': 0.5575003238156506}",20,6,-52.430662526996606,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 1}",1
585,False,"{'a': 0.6, 'e': 0.556942823491835}",25,5,-65.60988088768639,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",1
586,False,"{'a': 0.6, 'e': 0.5563858806683432}",30,8,-102.00253022163854,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 2}",1
587,False,"{'a': 0.6, 'e': 0.5558294947876748}",20,2,-72.77699410541385,"{0: 12, 1: 1, 2: 3, 3: 1, 4: 1}",1
